duration,start,end,strt_statn,end_statn,userType,gender,tripType
28,10/10/2011 08:53:00,10/10/2011 09:21:00,6,47,R,M,trip
104,10/10/2011 09:21:00,10/10/2011 11:05:00,47,47,,,wait
138,10/10/2011 11:05:00,10/10/2011 13:23:00,47,20,C,,trip
15,10/10/2011 13:23:00,10/10/2011 13:38:00,20,20,,,wait
7,10/10/2011 13:38:00,10/10/2011 13:45:00,20,22,R,F,trip
492,10/10/2011 13:45:00,10/10/2011 21:57:00,22,22,,,wait
23,10/10/2011 21:57:00,10/10/2011 22:20:00,22,39,R,F,trip
31,10/10/2011 22:20:00,10/10/2011 22:51:00,39,39,,,wait
27,10/10/2011 22:51:00,10/10/2011 23:18:00,39,39,C,,trip
633,10/10/2011 23:18:00,10/11/2011 09:51:00,39,39,,,wait
14,10/11/2011 09:51:00,10/11/2011 10:05:00,39,3,R,M,trip
164,10/11/2011 10:05:00,10/11/2011 12:49:00,3,3,,,wait
5,10/11/2011 12:49:00,10/11/2011 12:54:00,3,33,R,M,trip
120,10/11/2011 12:54:00,10/11/2011 14:54:00,33,33,,,wait
2,10/11/2011 14:54:00,10/11/2011 14:56:00,33,56,R,M,trip
1068,10/11/2011 14:56:00,10/12/2011 08:44:00,56,38,,,wait
10,10/12/2011 08:44:00,10/12/2011 08:54:00,38,22,R,M,trip
3303,10/12/2011 08:54:00,10/14/2011 15:57:00,22,22,,,wait
9,10/14/2011 15:57:00,10/14/2011 16:06:00,22,39,R,F,trip
983,10/14/2011 16:06:00,10/15/2011 08:29:00,39,39,,,wait
5,10/15/2011 08:29:00,10/15/2011 08:34:00,39,16,R,M,trip
62,10/15/2011 08:34:00,10/15/2011 09:36:00,16,16,,,wait
34,10/15/2011 09:36:00,10/15/2011 10:10:00,16,51,R,M,trip
366,10/15/2011 10:10:00,10/15/2011 16:16:00,51,51,,,wait
5,10/15/2011 16:16:00,10/15/2011 16:21:00,51,25,R,M,trip
99,10/15/2011 16:21:00,10/15/2011 18:00:00,25,25,,,wait
28,10/15/2011 18:00:00,10/15/2011 18:28:00,25,55,C,,trip
452,10/15/2011 18:28:00,10/16/2011 02:00:00,55,55,,,wait
14,10/16/2011 02:00:00,10/16/2011 02:14:00,55,49,C,,trip
50,10/16/2011 02:14:00,10/16/2011 03:04:00,49,49,,,wait
13,10/16/2011 03:04:00,10/16/2011 03:17:00,49,52,C,,trip
852,10/16/2011 03:17:00,10/16/2011 17:29:00,52,52,,,wait
39,10/16/2011 17:29:00,10/16/2011 18:08:00,52,29,C,,trip
2753,10/16/2011 18:08:00,10/18/2011 16:01:00,29,29,,,wait
15,10/18/2011 16:01:00,10/18/2011 16:16:00,29,29,C,,trip
2670,10/18/2011 16:16:00,10/20/2011 12:46:00,29,29,,,wait
13,10/20/2011 12:46:00,10/20/2011 12:59:00,29,29,C,,trip
1615,10/20/2011 12:59:00,10/21/2011 15:54:00,29,17,,,wait
14,10/21/2011 15:54:00,10/21/2011 16:08:00,17,41,R,M,trip
564,10/21/2011 16:08:00,10/22/2011 01:32:00,41,41,,,wait
38,10/22/2011 01:32:00,10/22/2011 02:10:00,41,54,C,,trip
573,10/22/2011 02:10:00,10/22/2011 11:43:00,54,54,,,wait
38,10/22/2011 11:43:00,10/22/2011 12:21:00,54,5,C,,trip
307,10/22/2011 12:21:00,10/22/2011 17:28:00,5,5,,,wait
9,10/22/2011 17:28:00,10/22/2011 17:37:00,5,45,R,M,trip
15,10/22/2011 17:37:00,10/22/2011 17:52:00,45,45,,,wait
14,10/22/2011 17:52:00,10/22/2011 18:06:00,45,41,R,M,trip
1261,10/22/2011 18:06:00,10/23/2011 15:07:00,41,43,,,wait
13,10/23/2011 15:07:00,10/23/2011 15:20:00,43,49,R,F,trip
1360,10/23/2011 15:20:00,10/24/2011 14:00:00,49,49,,,wait
5,10/24/2011 14:00:00,10/24/2011 14:05:00,49,4,R,F,trip
65,10/24/2011 14:05:00,10/24/2011 15:10:00,4,4,,,wait
18,10/24/2011 15:10:00,10/24/2011 15:28:00,4,3,R,M,trip
1180,10/24/2011 15:28:00,10/25/2011 11:08:00,3,3,,,wait
9,10/25/2011 11:08:00,10/25/2011 11:17:00,3,61,C,,trip
260,10/25/2011 11:17:00,10/25/2011 15:37:00,61,61,,,wait
18,10/25/2011 15:37:00,10/25/2011 15:55:00,61,33,R,F,trip
4339,10/25/2011 15:55:00,10/28/2011 16:14:00,33,33,,,wait
8,10/28/2011 16:14:00,10/28/2011 16:22:00,33,14,R,M,trip
149,10/28/2011 16:22:00,10/28/2011 18:51:00,14,14,,,wait
21,10/28/2011 18:51:00,10/28/2011 19:12:00,14,5,R,M,trip
3979,10/28/2011 19:12:00,10/31/2011 13:31:00,5,5,,,wait
8,10/31/2011 13:31:00,10/31/2011 13:39:00,5,32,C,,trip
1740,10/31/2011 13:39:00,11/01/2011 18:39:00,32,32,,,wait
12,11/01/2011 18:39:00,11/01/2011 18:51:00,32,12,R,M,trip
1310,11/01/2011 18:51:00,11/02/2011 16:41:00,12,12,,,wait
16,11/02/2011 16:41:00,11/02/2011 16:57:00,12,22,R,M,trip
59,11/02/2011 16:57:00,11/02/2011 17:56:00,22,22,,,wait
4,11/02/2011 17:56:00,11/02/2011 18:00:00,22,31,R,M,trip
14,11/02/2011 18:00:00,11/02/2011 18:14:00,31,31,,,wait
8,11/02/2011 18:14:00,11/02/2011 18:22:00,31,24,R,M,trip
21,11/02/2011 18:22:00,11/02/2011 18:43:00,24,24,,,wait
7,11/02/2011 18:43:00,11/02/2011 18:50:00,24,38,R,M,trip
796,11/02/2011 18:50:00,11/03/2011 08:06:00,38,38,,,wait
10,11/03/2011 08:06:00,11/03/2011 08:16:00,38,22,R,M,trip
453,11/03/2011 08:16:00,11/03/2011 15:49:00,22,22,,,wait
3,11/03/2011 15:49:00,11/03/2011 15:52:00,22,20,R,M,trip
3996,11/03/2011 15:52:00,11/06/2011 10:28:00,20,20,,,wait
6,11/06/2011 10:28:00,11/06/2011 10:34:00,20,22,C,,trip
144,11/06/2011 10:34:00,11/06/2011 12:58:00,22,22,,,wait
18,11/06/2011 12:58:00,11/06/2011 13:16:00,22,7,R,F,trip
3,11/06/2011 13:16:00,11/06/2011 13:19:00,7,7,,,wait
38,11/06/2011 13:19:00,11/06/2011 13:57:00,7,38,R,F,trip
80,11/06/2011 13:57:00,11/06/2011 15:17:00,38,38,,,wait
50,11/06/2011 15:17:00,11/06/2011 16:07:00,38,54,C,,trip
1516,11/06/2011 16:07:00,11/07/2011 17:23:00,54,54,,,wait
6,11/07/2011 17:23:00,11/07/2011 17:29:00,54,4,R,M,trip
1143,11/07/2011 17:29:00,11/08/2011 12:32:00,4,4,,,wait
12,11/08/2011 12:32:00,11/08/2011 12:44:00,4,31,R,M,trip
197,11/08/2011 12:44:00,11/08/2011 16:01:00,31,31,,,wait
3,11/08/2011 16:01:00,11/08/2011 16:04:00,31,35,R,M,trip
87,11/08/2011 16:04:00,11/08/2011 17:31:00,35,35,,,wait
7,11/08/2011 17:31:00,11/08/2011 17:38:00,35,40,R,M,trip
191,11/08/2011 17:38:00,11/08/2011 20:49:00,40,40,,,wait
8,11/08/2011 20:49:00,11/08/2011 20:57:00,40,64,R,M,trip
1041,11/08/2011 20:57:00,11/09/2011 14:18:00,64,64,,,wait
13,11/09/2011 14:18:00,11/09/2011 14:31:00,64,42,R,M,trip
127,11/09/2011 14:31:00,11/09/2011 16:38:00,42,42,,,wait
7,11/09/2011 16:38:00,11/09/2011 16:45:00,42,43,R,M,trip
117,11/09/2011 16:45:00,11/09/2011 18:42:00,43,43,,,wait
6,11/09/2011 18:42:00,11/09/2011 18:48:00,43,38,R,M,trip
796,11/09/2011 18:48:00,11/10/2011 08:04:00,38,38,,,wait
5,11/10/2011 08:04:00,11/10/2011 08:09:00,38,31,R,M,trip
1602,11/10/2011 08:09:00,11/11/2011 10:51:00,31,40,,,wait
6,11/11/2011 10:51:00,11/11/2011 10:57:00,40,64,R,M,trip
1551,11/11/2011 10:57:00,11/12/2011 12:48:00,64,64,,,wait
169,11/12/2011 12:48:00,11/12/2011 15:37:00,64,52,C,,trip
52,11/12/2011 15:37:00,11/12/2011 16:29:00,52,52,,,wait
62,11/12/2011 16:29:00,11/12/2011 17:31:00,52,23,C,,trip
449,11/12/2011 17:31:00,11/13/2011 01:00:00,23,23,,,wait
9,11/13/2011 01:00:00,11/13/2011 01:09:00,23,49,C,,trip
45,11/13/2011 01:09:00,11/13/2011 01:54:00,49,49,,,wait
12,11/13/2011 01:54:00,11/13/2011 02:06:00,49,24,C,,trip
624,11/13/2011 02:06:00,11/13/2011 12:30:00,24,24,,,wait
25,11/13/2011 12:30:00,11/13/2011 12:55:00,24,5,R,M,trip
23,11/13/2011 12:55:00,11/13/2011 13:18:00,5,5,,,wait
8,11/13/2011 13:18:00,11/13/2011 13:26:00,5,36,R,M,trip
40,11/13/2011 13:26:00,11/13/2011 14:06:00,36,36,,,wait
46,11/13/2011 14:06:00,11/13/2011 14:52:00,36,22,C,,trip
660,11/13/2011 14:52:00,11/14/2011 01:52:00,22,22,,,wait
27,11/14/2011 01:52:00,11/14/2011 02:19:00,22,30,C,,trip
3235,11/14/2011 02:19:00,11/16/2011 08:14:00,30,30,,,wait
7,11/16/2011 08:14:00,11/16/2011 08:21:00,30,16,R,M,trip
44,11/16/2011 08:21:00,11/16/2011 09:05:00,16,16,,,wait
5,11/16/2011 09:05:00,11/16/2011 09:10:00,16,39,R,M,trip
17,11/16/2011 09:10:00,11/16/2011 09:27:00,39,39,,,wait
6,11/16/2011 09:27:00,11/16/2011 09:33:00,39,12,R,M,trip
1343,11/16/2011 09:33:00,11/17/2011 07:56:00,12,12,,,wait
6,11/17/2011 07:56:00,11/17/2011 08:02:00,12,14,R,M,trip
343,11/17/2011 08:02:00,11/17/2011 13:45:00,14,14,,,wait
3,11/17/2011 13:45:00,11/17/2011 13:48:00,14,32,R,M,trip
81,11/17/2011 13:48:00,11/17/2011 15:09:00,32,32,,,wait
2,11/17/2011 15:09:00,11/17/2011 15:11:00,32,45,R,M,trip
90,11/17/2011 15:11:00,11/17/2011 16:41:00,45,45,,,wait
9,11/17/2011 16:41:00,11/17/2011 16:50:00,45,27,R,M,trip
959,11/17/2011 16:50:00,11/18/2011 08:49:00,27,27,,,wait
9,11/18/2011 08:49:00,11/18/2011 08:58:00,27,14,R,M,trip
254,11/18/2011 08:58:00,11/18/2011 13:12:00,14,14,,,wait
4,11/18/2011 13:12:00,11/18/2011 13:16:00,14,32,R,M,trip
23,11/18/2011 13:16:00,11/18/2011 13:39:00,32,32,,,wait
5,11/18/2011 13:39:00,11/18/2011 13:44:00,32,14,R,F,trip
266,11/18/2011 13:44:00,11/18/2011 18:10:00,14,14,,,wait
15,11/18/2011 18:10:00,11/18/2011 18:25:00,14,16,R,F,trip
891,11/18/2011 18:25:00,11/19/2011 09:16:00,16,16,,,wait
4,11/19/2011 09:16:00,11/19/2011 09:20:00,16,52,R,F,trip
302,11/19/2011 09:20:00,11/19/2011 14:22:00,52,55,,,wait
8,11/19/2011 14:22:00,11/19/2011 14:30:00,55,45,R,F,trip
1143,11/19/2011 14:30:00,11/20/2011 09:33:00,45,45,,,wait
266,11/20/2011 09:33:00,11/20/2011 13:59:00,45,10,C,,trip
56,11/20/2011 13:59:00,11/20/2011 14:55:00,10,10,,,wait
24,11/20/2011 14:55:00,11/20/2011 15:19:00,10,49,C,,trip
7,11/20/2011 15:19:00,11/20/2011 15:26:00,49,49,,,wait
33,11/20/2011 15:26:00,11/20/2011 15:59:00,49,43,C,,trip
1854,11/20/2011 15:59:00,11/21/2011 22:53:00,43,43,,,wait
4,11/21/2011 22:53:00,11/21/2011 22:57:00,43,40,R,F,trip
554,11/21/2011 22:57:00,11/22/2011 08:11:00,40,40,,,wait
8,11/22/2011 08:11:00,11/22/2011 08:19:00,40,22,R,F,trip
207,11/22/2011 08:19:00,11/22/2011 11:46:00,22,22,,,wait
21,11/22/2011 11:46:00,11/22/2011 12:07:00,22,38,C,,trip
3,11/22/2011 12:07:00,11/22/2011 12:10:00,38,38,,,wait
6,11/22/2011 12:10:00,11/22/2011 12:16:00,38,35,R,M,trip
109,11/22/2011 12:16:00,11/22/2011 14:05:00,35,35,,,wait
15,11/22/2011 14:05:00,11/22/2011 14:20:00,35,32,R,M,trip
55,11/22/2011 14:20:00,11/22/2011 15:15:00,32,32,,,wait
6,11/22/2011 15:15:00,11/22/2011 15:21:00,32,52,R,M,trip
1124,11/22/2011 15:21:00,11/23/2011 10:05:00,52,52,,,wait
3,11/23/2011 10:05:00,11/23/2011 10:08:00,52,52,R,M,trip
3126,11/23/2011 10:08:00,11/25/2011 14:14:00,52,49,,,wait
79,11/25/2011 14:14:00,11/25/2011 15:33:00,49,49,C,,trip
53,11/25/2011 15:33:00,11/25/2011 16:26:00,49,49,,,wait
7,11/25/2011 16:26:00,11/25/2011 16:33:00,49,25,C,,trip
995,11/25/2011 16:33:00,11/26/2011 09:08:00,25,25,,,wait
4,11/26/2011 09:08:00,11/26/2011 09:12:00,25,46,R,F,trip
14,11/26/2011 09:12:00,11/26/2011 09:26:00,46,46,,,wait
25,11/26/2011 09:26:00,11/26/2011 09:51:00,46,32,C,,trip
10,11/26/2011 09:51:00,11/26/2011 10:01:00,32,32,,,wait
54,11/26/2011 10:01:00,11/26/2011 10:55:00,32,32,R,F,trip
69,11/26/2011 10:55:00,11/26/2011 12:04:00,32,32,,,wait
3,11/26/2011 12:04:00,11/26/2011 12:07:00,32,11,R,M,trip
122,11/26/2011 12:07:00,11/26/2011 14:09:00,11,11,,,wait
2,11/26/2011 14:09:00,11/26/2011 14:11:00,11,32,R,M,trip
45,11/26/2011 14:11:00,11/26/2011 14:56:00,32,32,,,wait
23,11/26/2011 14:56:00,11/26/2011 15:19:00,32,33,R,M,trip
1374,11/26/2011 15:19:00,11/27/2011 14:13:00,33,33,,,wait
26,11/27/2011 14:13:00,11/27/2011 14:39:00,33,18,C,,trip
1000,11/27/2011 14:39:00,04/18/2012 17:08:00,18,64,,,wait
9,04/18/2012 17:08:00,04/18/2012 17:17:00,64,38,R,M,trip
52,04/18/2012 17:17:00,04/18/2012 18:09:00,38,38,,,wait
8,04/18/2012 18:09:00,04/18/2012 18:17:00,38,22,R,M,trip
11,04/18/2012 18:17:00,04/18/2012 18:28:00,22,22,,,wait
2,04/18/2012 18:28:00,04/18/2012 18:30:00,22,35,R,M,trip
6,04/18/2012 18:30:00,04/18/2012 18:36:00,35,35,,,wait
5,04/18/2012 18:36:00,04/18/2012 18:41:00,35,38,R,M,trip
250,04/18/2012 18:41:00,04/18/2012 22:51:00,38,38,,,wait
7,04/18/2012 22:51:00,04/18/2012 22:58:00,38,54,R,F,trip
612,04/18/2012 22:58:00,04/19/2012 09:10:00,54,54,,,wait
4,04/19/2012 09:10:00,04/19/2012 09:14:00,54,48,R,M,trip
1378,04/19/2012 09:14:00,04/20/2012 08:12:00,48,3,,,wait
12,04/20/2012 08:12:00,04/20/2012 08:24:00,3,16,R,M,trip
274,04/20/2012 08:24:00,04/20/2012 12:58:00,16,16,,,wait
7,04/20/2012 12:58:00,04/20/2012 13:05:00,16,57,R,M,trip
14,04/20/2012 13:05:00,04/20/2012 13:19:00,57,57,,,wait
10,04/20/2012 13:19:00,04/20/2012 13:29:00,57,45,R,M,trip
4,04/20/2012 13:29:00,04/20/2012 13:33:00,45,45,,,wait
4,04/20/2012 13:33:00,04/20/2012 13:37:00,45,55,R,M,trip
193,04/20/2012 13:37:00,04/20/2012 16:50:00,55,55,,,wait
21,04/20/2012 16:50:00,04/20/2012 17:11:00,55,60,R,M,trip
1,04/20/2012 17:11:00,04/20/2012 17:12:00,60,60,,,wait
24,04/20/2012 17:12:00,04/20/2012 17:36:00,60,10,R,M,trip
4,04/20/2012 17:36:00,04/20/2012 17:40:00,10,10,,,wait
21,04/20/2012 17:40:00,04/20/2012 18:01:00,10,36,R,M,trip
4,04/20/2012 18:01:00,04/20/2012 18:05:00,36,36,,,wait
20,04/20/2012 18:05:00,04/20/2012 18:25:00,36,25,R,M,trip
18,04/20/2012 18:25:00,04/20/2012 18:43:00,25,25,,,wait
9,04/20/2012 18:43:00,04/20/2012 18:52:00,25,63,R,M,trip
1074,04/20/2012 18:52:00,04/21/2012 12:46:00,63,59,,,wait
17,04/21/2012 12:46:00,04/21/2012 13:03:00,59,47,C,,trip
69,04/21/2012 13:03:00,04/21/2012 14:12:00,47,47,,,wait
22,04/21/2012 14:12:00,04/21/2012 14:34:00,47,50,C,,trip
11,04/21/2012 14:34:00,04/21/2012 14:45:00,50,50,,,wait
237,04/21/2012 14:45:00,04/21/2012 18:42:00,50,10,C,,trip
997,04/21/2012 18:42:00,04/22/2012 11:19:00,10,42,,,wait
97,04/22/2012 11:19:00,04/22/2012 12:56:00,42,42,C,,trip
1697,04/22/2012 12:56:00,04/23/2012 17:13:00,42,50,,,wait
26,04/23/2012 17:13:00,04/23/2012 17:39:00,50,15,R,M,trip
1224,04/23/2012 17:39:00,04/24/2012 14:03:00,15,15,,,wait
19,04/24/2012 14:03:00,04/24/2012 14:22:00,15,33,R,M,trip
10,04/24/2012 14:22:00,04/24/2012 14:32:00,33,33,,,wait
21,04/24/2012 14:32:00,04/24/2012 14:53:00,33,31,R,M,trip
108,04/24/2012 14:53:00,04/24/2012 16:41:00,31,31,,,wait
16,04/24/2012 16:41:00,04/24/2012 16:57:00,31,16,R,M,trip
38,04/24/2012 16:57:00,04/24/2012 17:35:00,16,16,,,wait
14,04/24/2012 17:35:00,04/24/2012 17:49:00,16,27,R,M,trip
7113,04/24/2012 17:49:00,04/29/2012 16:22:00,27,27,,,wait
21,04/29/2012 16:22:00,04/29/2012 16:43:00,27,58,C,,trip
84,04/29/2012 16:43:00,04/29/2012 18:07:00,58,58,,,wait
18,04/29/2012 18:07:00,04/29/2012 18:25:00,58,36,R,M,trip
53,04/29/2012 18:25:00,04/29/2012 19:18:00,36,36,,,wait
17,04/29/2012 19:18:00,04/29/2012 19:35:00,36,48,R,M,trip
986,04/29/2012 19:35:00,04/30/2012 12:01:00,48,54,,,wait
4,04/30/2012 12:01:00,04/30/2012 12:05:00,54,50,R,M,trip
3,04/30/2012 12:05:00,04/30/2012 12:08:00,50,50,,,wait
12,04/30/2012 12:08:00,04/30/2012 12:20:00,50,33,R,M,trip
49,04/30/2012 12:20:00,04/30/2012 13:09:00,33,33,,,wait
70,04/30/2012 13:09:00,04/30/2012 14:19:00,33,33,R,F,trip
10,04/30/2012 14:19:00,04/30/2012 14:29:00,33,33,,,wait
20,04/30/2012 14:29:00,04/30/2012 14:49:00,33,47,R,M,trip
2,04/30/2012 14:49:00,04/30/2012 14:51:00,47,47,,,wait
21,04/30/2012 14:51:00,04/30/2012 15:12:00,47,45,C,,trip
439,04/30/2012 15:12:00,04/30/2012 22:31:00,45,45,,,wait
8,04/30/2012 22:31:00,04/30/2012 22:39:00,45,5,R,F,trip
77,04/30/2012 22:39:00,04/30/2012 23:56:00,5,5,,,wait
4,04/30/2012 23:56:00,05/01/2012 00:00:00,5,33,R,M,trip
1040,05/01/2012 00:00:00,05/01/2012 17:20:00,33,33,,,wait
16,05/01/2012 17:20:00,05/01/2012 17:36:00,33,60,R,M,trip
225,05/01/2012 17:36:00,05/01/2012 21:21:00,60,60,,,wait
8,05/01/2012 21:21:00,05/01/2012 21:29:00,60,40,R,M,trip
702,05/01/2012 21:29:00,05/02/2012 09:11:00,40,40,,,wait
7,05/02/2012 09:11:00,05/02/2012 09:18:00,40,54,R,M,trip
520,05/02/2012 09:18:00,05/02/2012 17:58:00,54,54,,,wait
9,05/02/2012 17:58:00,05/02/2012 18:07:00,54,39,R,M,trip
758,05/02/2012 18:07:00,05/03/2012 06:45:00,39,39,,,wait
14,05/03/2012 06:45:00,05/03/2012 06:59:00,39,38,R,M,trip
12,05/03/2012 06:59:00,05/03/2012 07:11:00,38,38,,,wait
8,05/03/2012 07:11:00,05/03/2012 07:19:00,38,35,R,M,trip
424,05/03/2012 07:19:00,05/03/2012 14:23:00,35,35,,,wait
2,05/03/2012 14:23:00,05/03/2012 14:25:00,35,48,R,F,trip
123,05/03/2012 14:25:00,05/03/2012 16:28:00,48,48,,,wait
9,05/03/2012 16:28:00,05/03/2012 16:37:00,48,60,R,M,trip
96,05/03/2012 16:37:00,05/03/2012 18:13:00,60,60,,,wait
11,05/03/2012 18:13:00,05/03/2012 18:24:00,60,61,R,M,trip
147,05/03/2012 18:24:00,05/03/2012 20:51:00,61,61,,,wait
1,05/03/2012 20:51:00,05/03/2012 20:52:00,61,36,R,M,trip
15,05/03/2012 20:52:00,05/03/2012 21:07:00,36,36,,,wait
7,05/03/2012 21:07:00,05/03/2012 21:14:00,36,60,R,M,trip
205,05/03/2012 21:14:00,05/04/2012 00:39:00,60,60,,,wait
3,05/04/2012 00:39:00,05/04/2012 00:42:00,60,58,R,M,trip
600,05/04/2012 00:42:00,05/04/2012 10:42:00,58,58,,,wait
18,05/04/2012 10:42:00,05/04/2012 11:00:00,58,48,R,M,trip
315,05/04/2012 11:00:00,05/04/2012 16:15:00,48,48,,,wait
4,05/04/2012 16:15:00,05/04/2012 16:19:00,48,24,R,M,trip
404,05/04/2012 16:19:00,05/04/2012 23:03:00,24,24,,,wait
3,05/04/2012 23:03:00,05/04/2012 23:06:00,24,20,R,M,trip
855,05/04/2012 23:06:00,05/05/2012 13:21:00,20,20,,,wait
9,05/05/2012 13:21:00,05/05/2012 13:30:00,20,6,C,,trip
130,05/05/2012 13:30:00,05/05/2012 15:40:00,6,6,,,wait
10,05/05/2012 15:40:00,05/05/2012 15:50:00,6,64,R,F,trip
1295,05/05/2012 15:50:00,05/06/2012 13:25:00,64,64,,,wait
8,05/06/2012 13:25:00,05/06/2012 13:33:00,64,40,C,,trip
104,05/06/2012 13:33:00,05/06/2012 15:17:00,40,36,,,wait
5,05/06/2012 15:17:00,05/06/2012 15:22:00,36,54,R,M,trip
72,05/06/2012 15:22:00,05/06/2012 16:34:00,54,54,,,wait
47,05/06/2012 16:34:00,05/06/2012 17:21:00,54,54,C,,trip
870,05/06/2012 17:21:00,05/07/2012 07:51:00,54,54,,,wait
12,05/07/2012 07:51:00,05/07/2012 08:03:00,54,12,R,F,trip
9,05/07/2012 08:03:00,05/07/2012 08:12:00,12,12,,,wait
7,05/07/2012 08:12:00,05/07/2012 08:19:00,12,21,R,M,trip
15,05/07/2012 08:19:00,05/07/2012 08:34:00,21,21,,,wait
15,05/07/2012 08:34:00,05/07/2012 08:49:00,21,46,C,,trip
7,05/07/2012 08:49:00,05/07/2012 08:56:00,46,46,,,wait
6,05/07/2012 08:56:00,05/07/2012 09:02:00,46,16,R,M,trip
2,05/07/2012 09:02:00,05/07/2012 09:04:00,16,16,,,wait
6,05/07/2012 09:04:00,05/07/2012 09:10:00,16,48,R,M,trip
506,05/07/2012 09:10:00,05/07/2012 17:36:00,48,25,,,wait
3,05/07/2012 17:36:00,05/07/2012 17:39:00,25,16,R,M,trip
59,05/07/2012 17:39:00,05/07/2012 18:38:00,16,16,,,wait
3,05/07/2012 18:38:00,05/07/2012 18:41:00,16,4,R,F,trip
56,05/07/2012 18:41:00,05/07/2012 19:37:00,4,4,,,wait
10,05/07/2012 19:37:00,05/07/2012 19:47:00,4,58,R,M,trip
627,05/07/2012 19:47:00,05/08/2012 06:14:00,58,58,,,wait
5,05/08/2012 06:14:00,05/08/2012 06:19:00,58,48,R,M,trip
632,05/08/2012 06:19:00,05/08/2012 16:51:00,48,48,,,wait
7,05/08/2012 16:51:00,05/08/2012 16:58:00,48,49,R,M,trip
1280,05/08/2012 16:58:00,05/09/2012 14:18:00,49,49,,,wait
5,05/09/2012 14:18:00,05/09/2012 14:23:00,49,36,R,M,trip
241,05/09/2012 14:23:00,05/09/2012 18:24:00,36,58,,,wait
7,05/09/2012 18:24:00,05/09/2012 18:31:00,58,38,R,M,trip
1173,05/09/2012 18:31:00,05/10/2012 14:04:00,38,65,,,wait
8,05/10/2012 14:04:00,05/10/2012 14:12:00,65,40,C,,trip
88,05/10/2012 14:12:00,05/10/2012 15:40:00,40,40,,,wait
8,05/10/2012 15:40:00,05/10/2012 15:48:00,40,65,C,,trip
155,05/10/2012 15:48:00,05/10/2012 18:23:00,65,65,,,wait
18,05/10/2012 18:23:00,05/10/2012 18:41:00,65,42,C,,trip
25,05/10/2012 18:41:00,05/10/2012 19:06:00,42,42,,,wait
9,05/10/2012 19:06:00,05/10/2012 19:15:00,42,61,R,M,trip
426,05/10/2012 19:15:00,05/11/2012 02:21:00,61,61,,,wait
11,05/11/2012 02:21:00,05/11/2012 02:32:00,61,63,R,M,trip
292,05/11/2012 02:32:00,05/11/2012 07:24:00,63,63,,,wait
6,05/11/2012 07:24:00,05/11/2012 07:30:00,63,22,R,F,trip
84,05/11/2012 07:30:00,05/11/2012 08:54:00,22,22,,,wait
6,05/11/2012 08:54:00,05/11/2012 09:00:00,22,47,R,M,trip
14,05/11/2012 09:00:00,05/11/2012 09:14:00,47,47,,,wait
8,05/11/2012 09:14:00,05/11/2012 09:22:00,47,59,R,M,trip
160,05/11/2012 09:22:00,05/11/2012 12:02:00,59,59,,,wait
6,05/11/2012 12:02:00,05/11/2012 12:08:00,59,43,R,M,trip
300,05/11/2012 12:08:00,05/11/2012 17:08:00,43,43,,,wait
4,05/11/2012 17:08:00,05/11/2012 17:12:00,43,47,R,M,trip
519,05/11/2012 17:12:00,05/12/2012 01:51:00,47,23,,,wait
13,05/12/2012 01:51:00,05/12/2012 02:04:00,23,57,R,M,trip
478,05/12/2012 02:04:00,05/12/2012 10:02:00,57,57,,,wait
5,05/12/2012 10:02:00,05/12/2012 10:07:00,57,16,R,M,trip
4,05/12/2012 10:07:00,05/12/2012 10:11:00,16,16,,,wait
6,05/12/2012 10:11:00,05/12/2012 10:17:00,16,39,R,M,trip
9,05/12/2012 10:17:00,05/12/2012 10:26:00,39,39,,,wait
8,05/12/2012 10:26:00,05/12/2012 10:34:00,39,63,R,M,trip
52,05/12/2012 10:34:00,05/12/2012 11:26:00,63,63,,,wait
10,05/12/2012 11:26:00,05/12/2012 11:36:00,63,64,C,,trip
292,05/12/2012 11:36:00,05/12/2012 16:28:00,64,64,,,wait
80,05/12/2012 16:28:00,05/12/2012 17:48:00,64,21,C,,trip
63,05/12/2012 17:48:00,05/12/2012 18:51:00,21,21,,,wait
17,05/12/2012 18:51:00,05/12/2012 19:08:00,21,45,R,M,trip
119,05/12/2012 19:08:00,05/12/2012 21:07:00,45,45,,,wait
20,05/12/2012 21:07:00,05/12/2012 21:27:00,45,42,R,F,trip
142,05/12/2012 21:27:00,05/12/2012 23:49:00,42,42,,,wait
20,05/12/2012 23:49:00,05/13/2012 00:09:00,42,40,C,,trip
725,05/13/2012 00:09:00,05/13/2012 12:14:00,40,40,,,wait
20,05/13/2012 12:14:00,05/13/2012 12:34:00,40,31,C,,trip
134,05/13/2012 12:34:00,05/13/2012 14:48:00,31,43,,,wait
38,05/13/2012 14:48:00,05/13/2012 15:26:00,43,7,C,,trip
87,05/13/2012 15:26:00,05/13/2012 16:53:00,7,7,,,wait
20,05/13/2012 16:53:00,05/13/2012 17:13:00,7,42,C,,trip
25,05/13/2012 17:13:00,05/13/2012 17:38:00,42,42,,,wait
8,05/13/2012 17:38:00,05/13/2012 17:46:00,42,44,R,M,trip
4,05/13/2012 17:46:00,05/13/2012 17:50:00,44,44,,,wait
16,05/13/2012 17:50:00,05/13/2012 18:06:00,44,36,R,M,trip
12,05/13/2012 18:06:00,05/13/2012 18:18:00,36,36,,,wait
3,05/13/2012 18:18:00,05/13/2012 18:21:00,36,16,R,M,trip
825,05/13/2012 18:21:00,05/14/2012 08:06:00,16,16,,,wait
